CODIGO DE FABRICA;COD GECOM;DESCRIPCION OPTIMA;RUBRO ;SUBRRUBRO ;MARCA;STOCK ;LISTA 1 ;LISTA 2;LISTA 3;COND DE IVA ;MONEDA;VISIBLE EN INTERNET ;MERCADO LIBRE;AMAZON ;OLX
80000425;FNH1-200U;FUSIBLES NH GG-GL 200A T1;FUSIBLES;FUSIBLE;WEG;0;5425,48;4882,93;4035,48;21;$;S;S;S;S
80000430;FNH2-200U;FUSIBLES NH GG-GL 200A T2;FUSIBLES;FUSIBLE;WEG;0;5973,47;5376,12;4443,07;21;$;S;S;S;S
80000427;FNH1-250U;FUSIBLES NH GG-GL 250A T1;FUSIBLES;FUSIBLE;WEG;0;5425,48;4882,93;4035,48;21;$;S;S;S;S
80000432;FNH2-250U;FUSIBLES NH GG-GL 250A T2;FUSIBLES;FUSIBLE;WEG;0;5973,47;5376,12;4443,07;21;$;S;S;S;S
80000410;FNH00-25U;FUSIBLES NH GG-GL 25A T00;FUSIBLES;FUSIBLE;WEG;0;2509,86;2258,87;1866,84;21;$;S;S;S;S
80000434;FNH2-315U;FUSIBLES NH GG-GL 315A T2;FUSIBLES;FUSIBLE;WEG;0;7182,38;6464,14;5342,27;21;$;S;S;S;S
80000437;FNH3-315U;FUSIBLES NH GG-GL 315A T3;FUSIBLES;FUSIBLE;WEG;0;8228,16;7405,34;6120,12;21;$;S;S;S;S
80000411;FNH00-35U;FUSIBLES NH GG-GL 35A T00;FUSIBLES;FUSIBLE;WEG;0;2509,86;2258,87;1866,84;21;$;S;S;S;S
80000436;FNH2-400U;FUSIBLES NH GG-GL 400A T2;FUSIBLES;FUSIBLE;WEG;0;7182,38;6464,14;5342,27;21;$;S;S;S;S
80000439;FNH3-400U;FUSIBLES NH GG-GL 400A T3;FUSIBLES;FUSIBLE;WEG;0;8228,16;7405,34;6120,12;21;$;S;S;S;S
80000405;FNH00-4U;FUSIBLES NH GG-GL 4A T00;FUSIBLES;FUSIBLE;WEG;0;2342,54;2108,28;1742,38;21;$;S;S;S;S
80000441;FNH3-500U;FUSIBLES NH GG-GL 500A T3;FUSIBLES;FUSIBLE;WEG;0;11578,82;10420,94;8612,34;21;$;S;S;S;S
80000412;FNH00-50U;FUSIBLES NH GG-GL 50A T00;FUSIBLES;FUSIBLE;WEG;0;2509,86;2258,87;1866,84;21;$;S;S;S;S
80000442;FNH3-630U;FUSIBLES NH GG-GL 630A T3;FUSIBLES;FUSIBLE;WEG;0;11578,82;10420,94;8612,34;21;$;S;S;S;S
80000413;FNH00-63U;FUSIBLES NH GG-GL 63A T00;FUSIBLES;FUSIBLE;WEG;0;2593,52;2334,17;1929,07;21;$;S;S;S;S
80000420;FNH1-63U;FUSIBLES NH GG-GL 63A T1;FUSIBLES;FUSIBLE;WEG;0;4906,78;4416,1;3649,67;21;$;S;S;S;S
80000414;FNH00-80U;FUSIBLES NH GG-GL 80A T00;FUSIBLES;FUSIBLE;WEG;0;2593,52;2334,17;1929,07;21;$;S;S;S;S
80000421;FNH1-80U;FUSIBLES NH GG-GL 80A T1;FUSIBLES;FUSIBLE;WEG;0;5178,68;4660,81;3851,91;21;$;S;S;S;S
80000873;BCX MF 10;CONT 1NA Frontal CWM 9-105;INDUSTRIAL;AUX CONTACT;WEG;0;2392,73;2153,46;1779,72;21;$;S;S;S;S
80000878;BCX ML 11;CONT 1NA+1NC Lateral CWM 9-250;INDUSTRIAL;AUX CONTACT;WEG;0;7404,09;6663,68;5507,17;21;$;S;S;S;S
80000877;BCX ML 20;CONT 2NA Lateral CWM 9-250;INDUSTRIAL;AUX CONTACT;WEG;0;7404,09;6663,68;5507,17;21;$;S;S;S;S
80003112;BFC0 - 11;CONT FRONT 1NA+1NC CWC07 16;INDUSTRIAL;AUX CONTACT;WEG;0;5530,06;4977,05;4113,27;21;$;S;S;S;S
80000874;BCX MF 01;CONT Frontal 1NC CWM 9-105;INDUSTRIAL;AUX CONTACT;WEG;0;2392,73;2153,46;1779,72;21;$;S;S;S;S
80000813;BCA4-25-D23;BOBINA CWM 9 al CWM 25 220 V;INDUSTRIAL;BOB CONTACT;WEG;0;5751,76;5176,59;4278,17;21;$;S;S;S;S
80000810;BCA4-25-D02;BOBINA CWM 9 al CWM 25 24 V;INDUSTRIAL;BOB CONTACT;WEG;0;5751,76;5176,59;4278,17;21;$;S;S;S;S
35507998;BC10F-CSWX10;Bloque de Contacto Simple 1NA;INDUSTRIAL;CONTACTOR;WEG;0;1585,39;1426,86;1179,22;21;$;S;S;S;S
35507999;BC01F-CSWX10;Bloque de Contacto Simple 1NC;INDUSTRIAL;CONTACTOR;WEG;0;1585,39;1426,86;1179,22;21;$;S;S;S;S
80001836;CWMC32-10-30-X3;contactor P/MANIOBRA CAPACITOR 25k 1NA;INDUSTRIAL;CONTACTOR;WEG;0;66766,45;60089,81;49661;21;$;S;S;S;S
80001778;CWM12-00-40-D23;Contactor TETRAPOLAR 25A 220V 4NA;INDUSTRIAL;CONTACTOR;WEG;0;23647,06;21282,36;17588,72;21;$;S;S;S;S
80000763;CWM105-11-30-D2;CONTACTOR TRIPOLAR 105A 220V 1NA+1NC;INDUSTRIAL;CONTACTOR;WEG;0;233747,42;210372,67;173861,71;21;$;S;S;S;S
80000760;CWM105-11-30-D0;CONTACTOR TRIPOLAR 105A 24V 1NA+1NC;INDUSTRIAL;CONTACTOR;WEG;0;233747,42;210372,67;173861,71;21;$;S;S;S;S
80000768;CWM112-22-30-D2;CONTACTOR TRIPOLAR 112A 220V 2NA+2NC;INDUSTRIAL;CONTACTOR;WEG;0;265965,65;239369,08;197825,69;21;$;S;S;S;S
80000687;CWM12-10-30-D13;Contactor TRIPOLAR 12A 110V 1NA;INDUSTRIAL;CONTACTOR;WEG;0;17343,13;15608,82;12899,85;21;$;S;S;S;S
80000688;CWM12-10-30-D23;Contactor TRIPOLAR 12A 220V 1NA;INDUSTRIAL;CONTACTOR;WEG;0;17343,13;15608,82;12899,85;21;$;S;S;S;S
80000693;CWM12-01-30-D23;Contactor TRIPOLAR 12A 220V 1NC;INDUSTRIAL;CONTACTOR;WEG;0;17343,13;15608,82;12899,85;21;$;S;S;S;S
80000685;CWM12-10-30-D02;Contactor TRIPOLAR 12A 24V 1NA;INDUSTRIAL;CONTACTOR;WEG;0;17343,13;15608,82;12899,85;21;$;S;S;S;S
80000698;CWM18-10-30-D23;Contactor TRIPOLAR 18A 220V 1NA;INDUSTRIAL;CONTACTOR;WEG;0;20702,16;18631,94;15398,3;21;$;S;S;S;S
80000703;CWM18-01-30-D23;Contactor TRIPOLAR 18A 220V 1NC;INDUSTRIAL;CONTACTOR;WEG;0;20702,16;18631,94;15398,3;21;$;S;S;S;S
80000695;CWM18-10-30-D02;Contactor TRIPOLAR 18A 24V 1NA;INDUSTRIAL;CONTACTOR;WEG;0;20702,16;18631,94;15398,3;21;$;S;S;S;S
80000700;CWM18-01-30-D02;Contactor TRIPOLAR 18A 24V 1NC;INDUSTRIAL;CONTACTOR;WEG;0;20702,16;18631,94;15398,3;21;$;S;S;S;S
80000708;CWM25-00-30-D23;Contactor TRIPOLAR 25A 220V ;INDUSTRIAL;CONTACTOR;WEG;0;28788,09;25909,28;21412,63;21;$;S;S;S;S
80000705;CWM25-00-30-D02;Contactor TRIPOLAR 25A 24V ;INDUSTRIAL;CONTACTOR;WEG;0;28788,09;25909,28;21412,63;21;$;S;S;S;S
80000709;CWM25-00-30-D33;Contactor TRIPOLAR 25A 380V ;INDUSTRIAL;CONTACTOR;WEG;0;28788,09;25909,28;21412,63;21;$;S;S;S;S
80000722;CWM32-00-30-D13;Contactor TRIPOLAR 32A 110V ;INDUSTRIAL;CONTACTOR;WEG;0;43734,3;39360,87;32529,65;21;$;S;S;S;S
80000723;CWM32-00-30-D23;Contactor TRIPOLAR 32A 220V ;INDUSTRIAL;CONTACTOR;WEG;0;43734,3;39360,87;32529,65;21;$;S;S;S;S
80000720;CWM32-00-30-D02;Contactor TRIPOLAR 32A 24V ;INDUSTRIAL;CONTACTOR;WEG;0;43734,3;39360,87;32529,65;21;$;S;S;S;S
80000738;CWM40-11-30-D23;CONTACTOR TRIPOLAR 40A 220V 1NA+1NC;INDUSTRIAL;CONTACTOR;WEG;0;76797,52;69117,77;57122,12;21;$;S;S;S;S
80000743;CWM50-11-30-D23;CONTACTOR TRIPOLAR 50A 220V 1NA+1NC;INDUSTRIAL;CONTACTOR;WEG;0;105518,68;94966,82;78484,97;21;$;S;S;S;S
80000740;CWM50-11-30-D02;CONTACTOR TRIPOLAR 50A 24V 1NA+1NC;INDUSTRIAL;CONTACTOR;WEG;0;105518,68;94966,82;78484,97;21;$;S;S;S;S
80000745;CWM65-11-30-D02;CONTACTOR TRIPOLAR 65A 24V 1NA+1NC;INDUSTRIAL;CONTACTOR;WEG;0;132650,27;119385,24;98665,49;21;$;S;S;S;S
80000749;CWM65-11-30-D33;CONTACTOR TRIPOLAR 65A 380V 1NA+1NC;INDUSTRIAL;CONTACTOR;WEG;0;132650,27;119385,24;98665,49;21;$;S;S;S;S
80000758;CWM95-11-30-D23;CONTACTOR TRIPOLAR 95A 220V 1NA+1NC;INDUSTRIAL;CONTACTOR;WEG;0;198027,93;178225,14;147293,5;21;$;S;S;S;S
80000755;CWM95-11-30-D02;CONTACTOR TRIPOLAR 95A 24V 1NA+1NC;INDUSTRIAL;CONTACTOR;WEG;0;198027,93;178225,14;147293,5;21;$;S;S;S;S
80000678;CWM9-10-30-D23;CONTACTOR TRIPOLAR 9A 220V 1NA;INDUSTRIAL;CONTACTOR;WEG;0;16452,13;14806,92;12237,12;21;$;S;S;S;S
80000683;CWM9-01-30-D23;CONTACTOR TRIPOLAR 9A 220V 1NC;INDUSTRIAL;CONTACTOR;WEG;0;16452,13;14806,92;12237,12;21;$;S;S;S;S
80000675;CWM9-10-30-D02;CONTACTOR TRIPOLAR 9A 24V 1NA;INDUSTRIAL;CONTACTOR;WEG;0;16452,13;14806,92;12237,12;21;$;S;S;S;S
80000680;CWM9-01-30-D02;CONTACTOR TRIPOLAR 9A 24V 1NC;INDUSTRIAL;CONTACTOR;WEG;0;16452,13;14806,92;12237,12;21;$;S;S;S;S
80000684;CWM9-01-30-D33;CONTACTOR TRIPOLAR 9A 380V 1NC;INDUSTRIAL;CONTACTOR;WEG;0;16452,13;14806,92;12237,12;21;$;S;S;S;S
80003065;CWC012-00-40-D2;MINICONTACTOR TETRAPOLAR 22A 220V 4NA;INDUSTRIAL;CONTACTOR;WEG;0;17753,07;15977,77;13204,77;21;$;S;S;S;S
80003054;CWC09-10-30-C03;MINICONTACTOR TRIPOLAR 9A 24VCC 1NA;INDUSTRIAL;CONTACTOR;WEG;0;20836,02;18752,42;15497,86;21;$;S;S;S;S
80001914;ACBS-11;AUX LATERAL 1NA P/MPW16/25/65;INDUSTRIAL;GUARDAMOTORES;WEG;0;6421,06;5778,95;4775,99;21;$;S;S;S;S
80003780;MPW18-3-U016;GUARDAMOTOR TERMOM 10-16A 10HP;INDUSTRIAL;GUARDAMOTORES;WEG;0;36091,78;32482,6;26845,13;21;$;S;S;S;S
80003775;MPW18-3-D016;GUARDAMOTOR TERMOM 1-1.6A 0.5 / 0.75HP;INDUSTRIAL;GUARDAMOTORES;WEG;0;33067,4;29760,66;24595,59;21;$;S;S;S;S
81000111;MPW18-3-U018;GUARDAMOTOR TERMOM 12-18A 12.5HP ;INDUSTRIAL;GUARDAMOTORES;WEG;0;42655,07;38389,56;31726,91;21;$;S;S;S;S
80003777;MPW18-3-U004;GUARDAMOTOR TERMOM 2.5-4A 1.5 / 2HP ;INDUSTRIAL;GUARDAMOTORES;WEG;0;33067,4;29760,66;24595,59;21;$;S;S;S;S
80001900;MPW40-3-U025;GUARDAMOTOR TERMOM 20-25A 15HP ;INDUSTRIAL;GUARDAMOTORES;WEG;0;57249,9;51524,91;42582,57;21;$;S;S;S;S
8345255;MPW40-3-U032;GUARDAMOTOR TERMOM 25-32A 20HP ;INDUSTRIAL;GUARDAMOTORES;WEG;0;71564,47;64408,02;53229,77;21;$;S;S;S;S
80003850;MPW80-3-U040;GUARDAMOTOR TERMOM 30-40A 25HP ;INDUSTRIAL;GUARDAMOTORES;WEG;0;118448,64;106603,78;88102,3;21;$;S;S;S;S
80003778;MPW18-3-D063;GUARDAMOTOR TERMOM 4-6.3A 3HP ;INDUSTRIAL;GUARDAMOTORES;WEG;0;33067,4;29760,66;24595,59;21;$;S;S;S;S
80003779;MPW18-3-U010;GUARDAMOTOR TERMOM 6.3-10A 4 / 5.5HP ;INDUSTRIAL;GUARDAMOTORES;WEG;0;36091,78;32482,6;26845,13;21;$;S;S;S;S
80003038;CWC012-10-30-D2;MINICONTACTOR TRIPOLAR 12A 220V 1NA;INDUSTRIAL;MINICONTACTOR;WEG;0;16790,96;15111,87;12489,14;21;$;S;S;S;S
80003042;CWC012-01-30-D2;MINICONTACTOR TRIPOLAR 12A 220V 1NC;INDUSTRIAL;MINICONTACTOR;WEG;0;16790,96;15111,87;12489,14;21;$;S;S;S;S
80003036;CWC012-10-30-D0;MINICONTACTOR TRIPOLAR 12A 24V 1NA;INDUSTRIAL;MINICONTACTOR;WEG;0;16790,96;15111,87;12489,14;21;$;S;S;S;S
80003046;CWC016-10-30-D2;MINICONTACTOR TRIPOLAR 16A 220V 1NA;INDUSTRIAL;MINICONTACTOR;WEG;0;17272,02;15544,82;12846,96;21;$;S;S;S;S
80003044;CWC016-10-30-D0;MINICONTACTOR TRIPOLAR 16A 24V 1NA;INDUSTRIAL;MINICONTACTOR;WEG;0;17272,02;15544,82;12846,96;21;$;S;S;S;S
80003048;CWC016-01-30-D0;MINICONTACTOR TRIPOLAR 16A 24V 1NC;INDUSTRIAL;MINICONTACTOR;WEG;0;17272,02;15544,82;12846,96;21;$;S;S;S;S
80003047;CWC016-10-30-D3;MINICONTACTOR TRIPOLAR 16A 380V 1NA;INDUSTRIAL;MINICONTACTOR;WEG;0;17272,02;15544,82;12846,96;21;$;S;S;S;S
80003762;CWC025-00-30-D2;MINICONTACTOR TRIPOLAR 25A 220V ;INDUSTRIAL;MINICONTACTOR;WEG;0;21522,05;19369,84;16008,13;21;$;S;S;S;S
80003763;CWC025-00-30-D3;MINICONTACTOR TRIPOLAR 25A 380V ;INDUSTRIAL;MINICONTACTOR;WEG;0;21522,05;19369,84;16008,13;21;$;S;S;S;S
80003028;CWC09-10-30-D02;MINICONTACTOR TRIPOLAR 9A 24V 1NA;INDUSTRIAL;MINICONTACTOR;WEG;0;15899,96;14309,96;11826,42;21;$;S;S;S;S
80001054;RW17-1D3-D018;Rele Term p/CWC0 1.2-1.8 ;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80001055;RW17-1D3-D028;Rele Term p/CWC0 1.8-2.8 ;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80003168;RW17-1D3-U015;Rele Term p/CWC0 10-15 ;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80003169;RW17-1D3-U017;Rele Term p/CWC0 11-17 ;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80003768;RW17-2D3-U023;Rele Term p/CWC0 15-23 ;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80001056;RW17-1D3-U004;Rele Term p/CWC0 2.8-4 ;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80003769;RW17-2D3-U032;Rele Term p/CWC0 22-32 ;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80001057;RW17-1D3-D063;Rele Term p/CWC0 4-6.3 ;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80003166;RW17-1D3-U010;Rele Term p/CWC0 7-10 ;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80003167;RW17-1D3-D125;Rele Term p/CWC0 8-12.5 ;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80000618;RW27-1D3-D012;Rele Term p/CWM 9 32 0.8-1.2A;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80000620;RW27-1D3-D028;Rele Term p/CWM 9 32 1.8-2.8A;INDUSTRIAL;RELEVOS;WEG;0;20154,17;18138,76;14990,71;21;$;S;S;S;S
80000626;RW27-1D3-U015;Rele Term p/CWM 9 32 10-15A;INDUSTRIAL;RELEVOS;WEG;0;22484,16;20235,74;16723,76;21;$;S;S;S;S
80000628;RW27-1D3-U023;Rele Term p/CWM 9 32 15-23A;INDUSTRIAL;RELEVOS;WEG;0;22484,16;20235,74;16723,76;21;$;S;S;S;S
80001013;RW27-1D3-U032;Rele Term p/CWM 9 32 22-32A;INDUSTRIAL;RELEVOS;WEG;0;22484,16;20235,74;16723,76;21;$;S;S;S;S
82000888;DWB250B 250-4DF;INT CAJA MOLDEADA 4 X 250A;INTERRUPTOR CAJA MOLDEADA;TETRAPOLAR;WEG;0;167909,61;151118,65;124891,45;21;$;S;S;S;S
82000868;DWB160B-125-4DF;ITM 4p curva B Reg. 100-125A ;INTERRUPTOR CAJA MOLDEADA;TETRAPOLAR;WEG;0;76680,4;69012,36;57035,01;21;$;S;S;S;S
82000870;DWB160B-160-4DF;ITM 4p curva B Reg. 125-160A ;INTERRUPTOR CAJA MOLDEADA;TETRAPOLAR;WEG;0;87874,37;79086,93;65361,1;21;$;S;S;S;S
82000886;DWB250B 200-4DF;ITM 4p curva B Reg. 160-200A ;INTERRUPTOR CAJA MOLDEADA;TETRAPOLAR;WEG;0;167909,61;151118,65;124891,45;21;$;S;S;S;S
82000862;DWB160B-63-4DF;ITM 4p curva B Reg. 50-63A ;INTERRUPTOR CAJA MOLDEADA;TETRAPOLAR;WEG;0;64365,35;57928,82;47875,05;21;$;S;S;S;S
82000864;DWB160B-80-4DF;ITM 4p curva B Reg. 63-80A ;INTERRUPTOR CAJA MOLDEADA;TETRAPOLAR;WEG;0;64365,35;57928,82;47875,05;21;$;S;S;S;S
82000866;DWB160B-100-4DF;ITM 4p curva B Reg. 80-100A ;INTERRUPTOR CAJA MOLDEADA;TETRAPOLAR;WEG;0;64365,35;57928,82;47875,05;21;$;S;S;S;S
82000814;DWB160B160-3DF;INT CAJA MOLDEADA 3 X 160A;INTERRUPTOR CAJA MOLDEADA;TRIPOLAR;WEG;0;70522,87;63470,59;52455,03;21;$;S;S;S;S
82000816;DWB250B 200-3DF;TRIP curva B Reg. 160-200A ;INTERRUPTOR CAJA MOLDEADA;TRIPOLAR;WEG;0;135448,76;121903,88;100747,01;21;$;S;S;S;S
82000818;DWB250 B250-3DF;TRIP curva B Reg. 200-250A ;INTERRUPTOR CAJA MOLDEADA;TRIPOLAR;WEG;0;135448,76;121903,88;100747,01;21;$;S;S;S;S
80003870;CSW-BESG;PARAD EMER IP66 GIRAR P/SOLTAR;MANDO Y SEÑALIZ;GOLPE DE PUÑO;WEG;0;4011,11;3877,4;3266,97;10.5;$;S;S;S;S
81000906;CSW-BD-11-3VF;PULSADOR DOBLE-IP40- 1NA+1NC;MANDO Y SEÑALIZ;PULSADOR ;WEG;0;7139,77;6901,78;5815,2;10.5;$;S;S;S;S
35507983;CSW-BC1;PULSADOR- IP66 HONGO 40MM ROJO;MANDO Y SEÑALIZ;PULSADOR ;WEG;0;3159,23;3053,92;2573,12;10.5;$;S;S;S;S
35507972;CSW-BF1;PULSADOR- IP66 RASANTE ROJO;MANDO Y SEÑALIZ;PULSADOR ;WEG;0;1795,45;1735,6;1462,36;10.5;$;S;S;S;S
35507973;CSW-BF2;PULSADOR- IP66 RASANTE VERDE;MANDO Y SEÑALIZ;PULSADOR ;WEG;0;1795,45;1735,6;1462,36;10.5;$;S;S;S;S
81000904;CSW-BF1-01-3VF;PULSADOR RASANTE IP66-ROJO 1NC;MANDO Y SEÑALIZ;PULSADOR ;WEG;0;3407,53;3293,95;2775,37;10.5;$;S;S;S;S
35507987;CSW-CK 2F90;SELECT IP66 CORTA 2 FIJAS 90;MANDO Y SEÑALIZ;SELECTOR;WEG;0;2437,23;2355,99;1985,07;10.5;$;S;S;S;S
500035;0.75CV 1500rp;Motor MONOFASICO 0.75CV 1500rpm CHAPA;MOROTES;MOTOR;WEG;0;102485,94;92237,34;76229,21;21;$;S;S;S;S
80003783;RTW-ET02-MATE05;Est/Tri2NA+2NC 24-240V 0.1/10m;TEMPORIZADORES;TEMPORIZADOR;WEG;0;47574,39;42816,95;35385,91;21;$;S;S;S;S
80003687;MDW-C10-2;TERMICA BIPOLAR 10A C 5 KA;TERMICAS;BIPOLAR;WEG;0;3517,99;3166,19;2616,68;21;$;S;S;S;S
80003688;MDW-C16-2;TERMICA BIPOLAR 16A C 5 KA;TERMICAS;BIPOLAR;WEG;0;3517,99;3166,19;2616,68;21;$;S;S;S;S
80003689;MDW-C20-2;TERMICA BIPOLAR 20A C 5 KA;TERMICAS;BIPOLAR;WEG;0;3517,99;3166,19;2616,68;21;$;S;S;S;S
80003690;MDW-C25-2;TERMICA BIPOLAR 25A C 5 KA;TERMICAS;BIPOLAR;WEG;0;3517,99;3166,19;2616,68;21;$;S;S;S;S
80003691;MDW-C32-2;TERMICA BIPOLAR 32A C 5 KA;TERMICAS;BIPOLAR;WEG;0;3517,99;3166,19;2616,68;21;$;S;S;S;S
80003692;MDW-C40-2;TERMICA BIPOLAR 40A C 5 KA;TERMICAS;BIPOLAR;WEG;0;3986,49;3587,84;2965,16;21;$;S;S;S;S
80003716;MDW-C4-2;TERMICA BIPOLAR 4A C 1.5 KA;TERMICAS;BIPOLAR;WEG;0;4480,1;4032,09;3332,31;21;$;S;S;S;S
80003693;MDW-C50-2;TERMICA BIPOLAR 50A C 5 KA;TERMICAS;BIPOLAR;WEG;0;4890,04;4401,04;3637,22;21;$;S;S;S;S
80003694;MDW-C63-2;TERMICA BIPOLAR 63A C 5 KA;TERMICAS;BIPOLAR;WEG;0;4890,04;4401,04;3637,22;21;$;S;S;S;S
80003686;MDW-C6-2;TERMICA BIPOLAR 6A C 5 KA;TERMICAS;BIPOLAR;WEG;0;3806,62;3425,96;2831,37;21;$;S;S;S;S
80003729;MDW-C100-4;TERMICA TETRAPOLAR 100A C 5KA;TERMICAS;TETRAPOLAR;WEG;0;35673,47;32106,13;26533,99;21;$;S;S;S;S
80003726;MDW-C10-4;TERMICA TETRAPOLAR 10A C 5 KA;TERMICAS;TETRAPOLAR;WEG;0;7977,17;7179,45;5933,43;21;$;S;S;S;S
80003727;MDW-C16-4;TERMICA TETRAPOLAR 16A C 5 KA;TERMICAS;TETRAPOLAR;WEG;0;7977,17;7179,45;5933,43;21;$;S;S;S;S
80003702;MDW-C20-4;TERMICA TETRAPOLAR 20A C 5 KA;TERMICAS;TETRAPOLAR;WEG;0;7977,17;7179,45;5933,43;21;$;S;S;S;S
80003703;MDW-C25-4;TERMICA TETRAPOLAR 25A C 5 KA;TERMICAS;TETRAPOLAR;WEG;0;7977,17;7179,45;5933,43;21;$;S;S;S;S
80003704;MDW-C32-4;TERMICA TETRAPOLAR 32A C 5 KA;TERMICAS;TETRAPOLAR;WEG;0;7977,17;7179,45;5933,43;21;$;S;S;S;S
80003705;MDW-C40-4;TERMICA TETRAPOLAR 40A C 5 KA;TERMICAS;TETRAPOLAR;WEG;0;7977,17;7179,45;5933,43;21;$;S;S;S;S
80003706;MDW-C50-4;TERMICA TETRAPOLAR 50A C 5 KA;TERMICAS;TETRAPOLAR;WEG;0;9788,45;8809,61;7280,67;21;$;S;S;S;S
80003707;MDW-C63-4;TERMICA TETRAPOLAR 63A C 5 KA;TERMICAS;TETRAPOLAR;WEG;0;9788,45;8809,61;7280,67;21;$;S;S;S;S
80003728;MDW-C80-4;TERMICA TETRAPOLAR 80A C 5 KA;TERMICAS;TETRAPOLAR;WEG;0;35673,47;32106,13;26533,99;21;$;S;S;S;S
80003724;MDW-C100-3;TERMICA TRIPOLAR 100A C 5 KA;TERMICAS;TRIPOLAR;WEG;0;25081,86;22573,68;18655,93;21;$;S;S;S;S
80003696;MDW-C10-3;TERMICA TRIPOLAR 10A C 5 KA;TERMICAS;TRIPOLAR;WEG;0;5609,54;5048,58;4172,38;21;$;S;S;S;S
80003697;MDW-C16-3;TERMICA TRIPOLAR 16A C- 5 KA;TERMICAS;TRIPOLAR;WEG;0;5609,54;5048,58;4172,38;21;$;S;S;S;S
80003721;MDW-C20-3;TERMICA TRIPOLAR 20A C 5 KA;TERMICAS;TRIPOLAR;WEG;0;5609,54;5048,58;4172,38;21;$;S;S;S;S
80003698;MDW-C25-3;TERMICA TRIPOLAR 25A C 5 KA;TERMICAS;TRIPOLAR;WEG;0;5609,54;5048,58;4172,38;21;$;S;S;S;S
80003719;MDW-C2-3;TERMICA TRIPOLAR 2A C 1.5 KA;TERMICAS;TRIPOLAR;WEG;0;7136,37;6422,73;5308,04;21;$;S;S;S;S
80003699;MDW-C32-3;TERMICA TRIPOLAR 32A C 5 KA;TERMICAS;TRIPOLAR;WEG;0;5609,54;5048,58;4172,38;21;$;S;S;S;S
80003700;MDW-C40-3;TERMICA TRIPOLAR 40A C 5 KA;TERMICAS;TRIPOLAR;WEG;0;5609,54;5048,58;4172,38;21;$;S;S;S;S
80003722;MDW-C50-3;TERMICA TRIPOLAR 50A C 5 KA;TERMICAS;TRIPOLAR;WEG;0;6885,38;6196,84;5121,36;21;$;S;S;S;S
80003701;MDW-C63-3;TERMICA TRIPOLAR 63A C 5 KA;TERMICAS;TRIPOLAR;WEG;0;6885,38;6196,84;5121,36;21;$;S;S;S;S
80003723;MDW-C80-3;TERMICA TRIPOLAR 80A C 5 KA;TERMICAS;TRIPOLAR;WEG;0;25081,86;22573,68;18655,93;21;$;S;S;S;S
80003682;MDW-C10;TERMICA UNIPOLAR 10A C 5 KA;TERMICAS;UNIPOLAR;WEG;0;1673,24;1505,92;1244,56;21;$;S;S;S;S
80003709;MDW-C16;TERMICA UNIPOLAR 16A C 5 KA;TERMICAS;UNIPOLAR;WEG;0;1673,24;1505,92;1244,56;21;$;S;S;S;S
80003683;MDW-C20;TERMICA UNIPOLAR 20A C 5 KA;TERMICAS;UNIPOLAR;WEG;0;1489,18;1340,27;1107,66;21;$;S;S;S;S
80003710;MDW-C25;TERMICA UNIPOLAR 25A C 5 KA;TERMICAS;UNIPOLAR;WEG;0;1489,18;1340,27;1107,66;21;$;S;S;S;S
80003680;MDW-C2;TERMICA UNIPOLAR 2A C 1.5 KA;TERMICAS;UNIPOLAR;WEG;0;2292,34;2063,1;1705,05;21;$;S;S;S;S
80003684;MDW-C32;TERMICA UNIPOLAR 32A C 5 KA;TERMICAS;UNIPOLAR;WEG;0;1673,24;1505,92;1244,56;21;$;S;S;S;S
80003711;MDW-C40;TERMICA UNIPOLAR 40A C 5 KA;TERMICAS;UNIPOLAR;WEG;0;1899,13;1709,21;1412,57;21;$;S;S;S;S
80003713;MDW-C63;TERMICA UNIPOLAR 63A C 5 KA;TERMICAS;UNIPOLAR;WEG;0;2359,27;2123,34;1754,83;21;$;S;S;S;S
80003681;MDW-C6;TERMICA UNIPOLAR 6A C 5 KA;TERMICAS;UNIPOLAR;WEG;0;1823,83;1641,45;1356,57;21;$;S;S;S;S
80006215;CFW500 C 16P0 T;VARIA FREC TRI 10HP C c/fren;VARIADORES DE VELOCIDAD;VARIADOR DE VELOCIDAD;WEG;0;687914,89;619123,4;511672,23;21;$;S;S;S;S
